,source,text,type,category,label,English
249, Eugen Teodorovici,"„Cât timp am fost eu la conducerea finanțelor țării am avut doi ani consecutivi excedent bugetar în prima lună a anului, de 717 milioane de lei (0,07% din PIB) în 2019 și de 1,98 milioane de lei (0, 21% din PIB) în 2018.”", DECLARAȚII Finante,Trunchiat,2,"„Cât timp am fost eu la conducerea finanțelor țării am avut doi ani consecutivi excedent bugetar în prima lună a anului, de 717 milioane de lei (0,07% din PIB) în 2019 și de 1,98 milioane de lei (0, 21% din PIB) în 2018.”"
250, Ecaterina Andronescu,"„Constituția spune că se organizează alegeri pe baza unei legi care e dezbătută în Parlament, nu pe baza unei ordonanțe... De asta am votat împotriva OUG în Senat.”", DECLARAȚII Politica,Adevărat,0,"„Constituția spune că se organizează alegeri pe baza unei legi care e dezbătută în Parlament, nu pe baza unei ordonanțe... De asta am votat împotriva OUG în Senat.”"
251, Lia Olguța Vasilescu,„Comparaţi şi stabiliţi care guvern a fost mai bun pentru voi”, DECLARAȚII Politica,Trunchiat,2,„Comparaţi şi stabiliţi care guvern a fost mai bun pentru voi”
252, Ludovic Orban,„Coplata și contribuțiile financiare în unitățile spitalicești private a fost introdusă de PSD.”, DECLARAȚII Sanatate,Adevărat,0,„Coplata și contribuțiile financiare în unitățile spitalicești private a fost introdusă de PSD.”
253, Marian Oprișan," „Şi la Focşani e sub media pe ţară (n.r. șomajul), ca să nu mai avem niciun fel de discuţii.”", DECLARAȚII Social,Adevărat,0," „Şi la Focşani e sub media pe ţară (n.r. șomajul), ca să nu mai avem niciun fel de discuţii.”"
254, Mihai Fifor,"„Guvernul PNL nu doar că se împrumută dublu față de PSD, dar o face și la dobânzi mult mai mari.”", DECLARAȚII Finante,Trunchiat,2,"„Guvernul PNL nu doar că se împrumută dublu față de PSD, dar o face și la dobânzi mult mai mari.”"
255, Gabriela Firea,„Sunt singurul primar care am făcut un plan integrat de calitate de aerului.”, DECLARAȚII Mediu,Fals,3,„Sunt singurul primar care am făcut un plan integrat de calitate de aerului.”
256, Marian Oprișan,"„Dar acolo, în acea zonă, în Transilvania, indiferent că se vor supăra unii pe mine, mă va critica presa, v-o spun cu toată responsabilitatea, fraţilor, sunt 11 aeroporturi (...).”", DECLARAȚII Transport,Fals,3,"„Dar acolo, în acea zonă, în Transilvania, indiferent că se vor supăra unii pe mine, mă va critica presa, v-o spun cu toată responsabilitatea, fraţilor, sunt 11 aeroporturi (...).”"
257, Siegfried Mureșan,"„Bucureștiul este cel mai aglomerat oraș din Uniunea Europeană. Este singurul oraș din UE cu un nivel al congestiei traficului de peste 50% (52%, mai exact, în 2019, în creștere cu 4 procente față de 2018).”", DECLARAȚII Transport,Adevărat,0,"„Bucureștiul este cel mai aglomerat oraș din Uniunea Europeană. Este singurul oraș din UE cu un nivel al congestiei traficului de peste 50% (52%, mai exact, în 2019, în creștere cu 4 procente față de 2018).”"
258, Ludovic Orban,„Adoptarea ordonanţelor de urgenţă se face şi fără avizul Consiliului Legislativ. Ele toate se duc la Consiliul Legislativ. Evident că ordonanţele se aprobă sub rezerva includerii observaţiilor Consiliului Legislativ.”, DECLARAȚII Politica,Trunchiat,2,„Adoptarea ordonanţelor de urgenţă se face şi fără avizul Consiliului Legislativ. Ele toate se duc la Consiliul Legislativ. Evident că ordonanţele se aprobă sub rezerva includerii observaţiilor Consiliului Legislativ.”
259, Marcel Ciolacu,",,Este o premieră în România, ca în aceeași zi să intri în ședință de Guvern cu 24 de ordonanțe de urgență.”", DECLARAȚII Politica,Fals,3,",,Este o premieră în România, ca în aceeași zi să intri în ședință de Guvern cu 24 de ordonanțe de urgență.”"
260, Lucian Bode,"„Noi avem 857 de kilometri de autostradă, suntem la coada Europei.”", DECLARAȚII Energie,Parțial Adevărat,1,"„Noi avem 857 de kilometri de autostradă, suntem la coada Europei.”"
261, Vlad Voiculescu,"„Știți cât a investit primarul Gabriela Firea în infrastructura învechită a RADET? În primii doi ani de mandat (2017 si 2018) împreună, a investit mai puțin de 10 milioane de lei.”", DECLARAȚII Finante,Parțial Adevărat,1,"„Știți cât a investit primarul Gabriela Firea în infrastructura învechită a RADET? În primii doi ani de mandat (2017 si 2018) împreună, a investit mai puțin de 10 milioane de lei.”"
262, Cristina Prună,"„Bani pentru reclame: 16,6 milioane lei Bani pentru investiții RADET: 13 milioane de lei”", DECLARAȚII Finante,Adevărat,0,"„Bani pentru reclame: 16,6 milioane lei Bani pentru investiții RADET: 13 milioane de lei”"
263, Florin Câțu,„PSD a adăugat la datoria publică în medie 23 de miliarde lei în fiecare an.”, DECLARAȚII Finante,Trunchiat,2,„PSD a adăugat la datoria publică în medie 23 de miliarde lei în fiecare an.”
264, Marcel Ciolacu,„Până acum nu s-a întâmplat să treacă o moțiune cu acest scor (...)”, DECLARAȚII Politica,Adevărat,0,„Până acum nu s-a întâmplat să treacă o moțiune cu acest scor (...)”
265, Laura-Iuliana ScÃ¢ntei,"„Pensia specială este o componentă a independenței magistraților(...). Este ceea ce spun atât deciziile CCR, cât și convențiile si reglementările europene. ”", DECLARAȚII Politica,Trunchiat,2,"„Pensia specială este o componentă a independenței magistraților(...). Este ceea ce spun atât deciziile CCR, cât și convențiile si reglementările europene. ”"
266, Raluca Turcan,„Avem cea mai ridicată rată a mortalității din cauze tratabile la nivelul UE.”, DECLARAȚII Sanatate,Adevărat,0,„Avem cea mai ridicată rată a mortalității din cauze tratabile la nivelul UE.”
267, Vlad Voiculescu,"„Anual, cele peste 40 de universități de stat și private din capitală găzduiesc studiile pentru peste 120.000 de studenți, atât din București, cât și sosiți din toate colțurile României — aproximativ o treime din toți studenții țării.”", DECLARAȚII Educatie,Parțial Adevărat,1,"„Anual, cele peste 40 de universități de stat și private din capitală găzduiesc studiile pentru peste 120.000 de studenți, atât din București, cât și sosiți din toate colțurile României — aproximativ o treime din toți studenții țării.”"
268, Brigitte Clotilde Armand,„(...) vârsta de pensionare reală în România este în medie peste vârsta legală. Nu mai sunt decât 2 țări europene în această situație”, DECLARAȚII Social,Fals,3,„(...) vârsta de pensionare reală în România este în medie peste vârsta legală. Nu mai sunt decât 2 țări europene în această situație”
269, Gabriela Firea,",,Avem din ce în ce mai multe mașini proprietate personală de aproape unică folosință, este un fapt îngrijorător.”", DECLARAȚII Mediu,Adevărat,0,",,Avem din ce în ce mai multe mașini proprietate personală de aproape unică folosință, este un fapt îngrijorător.”"
270, Vlad Voiculescu,",,Avem cel mai slab finanțat sistem de sănătate din Uniunea Europeană.”", DECLARAȚII Sanatate,Adevărat,0,",,Avem cel mai slab finanțat sistem de sănătate din Uniunea Europeană.”"
271, Ludovic Orban,",, Nu am făcut calculele, lucrul cel mai important e că am redus în total cu 30% finanțarea pentru partidele politice.”", DECLARAȚII Finante,Adevărat,0,",, Nu am făcut calculele, lucrul cel mai important e că am redus în total cu 30% finanțarea pentru partidele politice.”"
272, Vlad Alexandrescu,"„Până la intrarea USR în Parlament, nimeni nu vorbea despre eliminarea pensiilor speciale. Dimpotrivă, partidele adăugau noi și noi categorii de pensionari speciali.”", DECLARAȚII Social,Fals,3,"„Până la intrarea USR în Parlament, nimeni nu vorbea despre eliminarea pensiilor speciale. Dimpotrivă, partidele adăugau noi și noi categorii de pensionari speciali.”"
273, Marian Oprișan,"„Vrâncenii îi mulțumesc Guvernului Orban (PNL) pentru că a tăiat 6 milioane lei (60 miliarde lei vechi) din bugetul de aparatură medicală la Spitalul Județean de Urgență Sfântul Pantelimon, Focșani!”", DECLARAȚII Sanatate,Fals,3,"„Vrâncenii îi mulțumesc Guvernului Orban (PNL) pentru că a tăiat 6 milioane lei (60 miliarde lei vechi) din bugetul de aparatură medicală la Spitalul Județean de Urgență Sfântul Pantelimon, Focșani!”"
274, Robert Cazanciuc,"„De trei luni de zile, senatorii şi deputaţii caută proiectele depuse de Guvern. Îl invit pe domnul Iohannis să căutăm împreună aceste proiecte depuse de Guvern, dar va fi dezamăgit, pentru că nu este niciunul.”", DECLARAȚII Politica,Fals,3,"„De trei luni de zile, senatorii şi deputaţii caută proiectele depuse de Guvern. Îl invit pe domnul Iohannis să căutăm împreună aceste proiecte depuse de Guvern, dar va fi dezamăgit, pentru că nu este niciunul.”"
275, Ludovic Orban,"„Gândiţi-vă că de la 1 ianuarie 2017 au fost angajaţi în sistemul public peste 60.000 de angajaţi noi, mă refer la guvernările PSD (...)”", DECLARAȚII Munca,Adevărat,0,"„Gândiţi-vă că de la 1 ianuarie 2017 au fost angajaţi în sistemul public peste 60.000 de angajaţi noi, mă refer la guvernările PSD (...)”"
276, Nicușor Dan,"“Din datele oficiale ale Ministerului Mediului emise în 2015 şi 2018, Bucureştiul este cel mai poluat oraş al României, având 5 poluanţi cu potenţial cancerigen în aerul respirat (benzen, oxid şi monoxid de azot, particule fine 10 şi 2.5).”", DECLARAȚII Mediu,Adevărat,0,"“Din datele oficiale ale Ministerului Mediului emise în 2015 şi 2018, Bucureştiul este cel mai poluat oraş al României, având 5 poluanţi cu potenţial cancerigen în aerul respirat (benzen, oxid şi monoxid de azot, particule fine 10 şi 2.5).”"
277, Claudiu Nasui,„Argumentul 3: Limitarea la o singură firmă cu acționar unic este într-o directivă europeană. Argumentul acesta este complet fals. M-am uitat în directivă. Tot ce spune este că statele membre au posibilitatea de a interzice cetățenilor lor să aibă mai mult de o firmă în care să fie acționari unici.”, DECLARAȚII Mediu de afaceri,Trunchiat,2,„Argumentul 3: Limitarea la o singură firmă cu acționar unic este într-o directivă europeană. Argumentul acesta este complet fals. M-am uitat în directivă. Tot ce spune este că statele membre au posibilitatea de a interzice cetățenilor lor să aibă mai mult de o firmă în care să fie acționari unici.”
278, Nicușor Dan,"„Îi atrag atenția Gabrielei Firea că a depășit termenul legal de propunere a bugetului în fiecare an de mandat: în 2017 a propus bugetul după 41 de zile de la publicarea bugetului național, în 2018 după 43 de zile și în 2019 după 33 de zile.”", DECLARAȚII Finante,Parțial Adevărat,1,"„Îi atrag atenția Gabrielei Firea că a depășit termenul legal de propunere a bugetului în fiecare an de mandat: în 2017 a propus bugetul după 41 de zile de la publicarea bugetului național, în 2018 după 43 de zile și în 2019 după 33 de zile.”"
279, Ludovic Orban,"„Din 2008 până astăzi, singurul partid care a majorat alocațiile copiilor a fost PNL. În 2015, când nu se mai majoraseră din 2008 sau 2009, fiind în opoziție, printr-un proiect de lege depus când eram lider de grup în Camera Deputaților, și de asemenea în 2019.”", DECLARAȚII Economie,Fals,3,"„Din 2008 până astăzi, singurul partid care a majorat alocațiile copiilor a fost PNL. În 2015, când nu se mai majoraseră din 2008 sau 2009, fiind în opoziție, printr-un proiect de lege depus când eram lider de grup în Camera Deputaților, și de asemenea în 2019.”"
280, Dragoș Pâslaru,"„Educația, cultura și creativitatea sunt cheie. Peste 450.000, aproape jumătate de milion (n.r. de indivizi) sunt tineri. Au sub 24 de ani. Este o prioritate absolută pentru viitor. Asta înseamnă să te uiți în viitor.”", DECLARAȚII Social,Parțial Adevărat,1,"„Educația, cultura și creativitatea sunt cheie. Peste 450.000, aproape jumătate de milion (n.r. de indivizi) sunt tineri. Au sub 24 de ani. Este o prioritate absolută pentru viitor. Asta înseamnă să te uiți în viitor.”"
281, Ioana Constantin,"„Actualul primar al Municipiului Craiova a fost ales cu 7.74%, adică a fost votat de 19.798 de craioveni dintr-un total de 255.782 de persoane cu drept de vot. E cel mai mic număr de voturi din 1996 până în prezent. La fel și la Galați, unde din 260.897 de persoane cu drept de vot, actualul primar a obținut puțin peste 23.000 de voturi. Și mai rușinos, Primarul Capitalei a fost ales cu cel mai mic număr de voturi din ultimii 20 de ani.”", DECLARAȚII Electoral,Adevărat,0,"„Actualul primar al Municipiului Craiova a fost ales cu 7.74%, adică a fost votat de 19.798 de craioveni dintr-un total de 255.782 de persoane cu drept de vot. E cel mai mic număr de voturi din 1996 până în prezent. La fel și la Galați, unde din 260.897 de persoane cu drept de vot, actualul primar a obținut puțin peste 23.000 de voturi. Și mai rușinos, Primarul Capitalei a fost ales cu cel mai mic număr de voturi din ultimii 20 de ani.”"
